0.320	26	7	-26	3200	3200	3200	29	35	29	3248	3113	41	41	42	6	6	6	4	4	4	236	237	236	24	0	0	
0.480	-13	12	-8	3200	3200	3200	29	35	29	3247	3114	41	41	42	6	6	6	4	4	4	236	237	236	24	0	0	
0.640	8000	8000	-8000	3200	3200	3200	30	35	30	3349	3214	42	42	43	4	4	4	4	4	4	236	237	236	24	0	0	
0.800	-4	9	-4	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	88	0	0	
0.960	-8	23	-9	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.120	-13	12	-6	3200	3200	3200	30	35	30	3347	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.280	0	8	2	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.440	10	8	-16	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.600	2	10	-17	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.760	8	9	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
1.920	5	7	-22	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.080	4	2	2	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.240	5	9	-28	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.400	6	7	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.560	5	11	-14	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.720	-9	13	-4	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
2.880	20	1	-26	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.040	1	6	-14	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.200	7	14	-10	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.360	2	5	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.520	6	8	-9	3200	3200	3200	30	35	30	3349	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.680	-7	13	-9	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
3.840	5	8	-19	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.000	12	9	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.160	6	5	-17	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.320	5	9	-13	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.480	3	7	-13	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.640	4	9	-12	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.800	6	10	-16	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
4.960	8	5	-22	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.120	6	12	-10	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.280	1	7	-11	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.440	18	4	-23	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.600	5	5	-12	3200	3200	3200	30	35	30	3349	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.760	1	10	-14	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
5.920	5	10	-12	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.080	-6	13	-6	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.240	8	7	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.400	2	7	-14	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.560	5	12	-11	3200	3200	3200	30	35	30	3349	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.720	-4	10	-10	3200	3200	3200	30	35	30	3349	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
6.880	6	9	-14	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.040	10	7	-16	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.200	1	7	-15	3200	3200	3200	30	35	30	3349	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.360	17	6	-17	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.520	1	10	-13	3200	3200	3200	30	35	30	3348	3213	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.680	11	8	-13	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
7.840	1	5	-12	3200	3200	3200	30	35	30	3349	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
8.000	-5	14	-10	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
8.160	10	11	-15	3200	3200	3200	30	35	30	3349	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
8.320	8	4	-23	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
8.480	10	7	-13	3200	3200	3200	30	35	30	3348	3214	42	42	43	6	6	6	4	4	4	236	237	236	24	0	0	
